date,status,speaker,title,url,last_checked,language,type,description,duration,church
2017-06-25,No Transcript,Unknown Speaker,The 7 Thunders Under the 7th Seal Are Connected To The Coming of the Lord,https://www.youtube.com/watch?v=Ht-GxoMxyKw,2026-01-04,Unknown,Church Service,"Bro. Coleman December 29, 1991",107,Coleman Family Ministries
2017-06-19,Success,Coleman,And They Remembered His Words,https://www.youtube.com/watch?v=vIzx9ovjdTE,2026-01-10,Unknown,Church Service,,74,Coleman Family Ministries
2017-06-12,Success,Coleman,Joseph Perfection Releases The Holy Ghost Itself,https://www.youtube.com/watch?v=ZUGfioIztzg,2026-01-10,Unknown,Church Service,,134,Coleman Family Ministries
2017-06-04,Success,Coleman April,The Voice of the Trumpet (Español),https://www.youtube.com/watch?v=LMpn3XZYvdE,2026-01-12,Unknown,Full Sermon,,,Coleman Family Ministries
2017-05-28,Success,Coleman,The Death of A Corn of Wheat,https://www.youtube.com/watch?v=iWmt_OFhwf8,2026-01-10,Unknown,Church Service,,119,Coleman Family Ministries
2017-05-21,Success,Unknown Speaker,Dove Leading Eagle (Español),https://www.youtube.com/watch?v=PANSoqJp27E,2026-01-04,Spanish,Church Service,"Bro. Coleman March 11, 1984",140,Coleman Family Ministries
2017-05-14,Success,Coleman,Approaching the 7th Seal,https://www.youtube.com/watch?v=Zips6hUkXg0,2026-01-10,Unknown,Church Service,,87,Coleman Family Ministries
2017-05-07,Success,Unknown Speaker,The Forming of The Word Image (Español),https://www.youtube.com/watch?v=kZ9hk8N21wI,2026-01-04,Spanish,Church Service,"Bro. Coleman November 13, 1983",110,Coleman Family Ministries
2017-05-02,No Transcript,Unknown Speaker,Now Therefore Give Me This Mountain (Español),https://www.youtube.com/watch?v=QdxHugfWc3Y,2026-01-02,Spanish,Church Service,"Bro. Coleman February 6, 1983",119,Coleman Family Ministries
2017-04-25,Success,Joseph Coleman,Follow Me Excerpt,https://www.youtube.com/watch?v=f4mrthOeweg,2026-01-04,English,Sermon Clip,Joseph Coleman Ministries,5,Coleman Family Ministries
2017-04-25,No Transcript,Joseph Coleman,Stimulation By Revelation Excerpt,https://www.youtube.com/watch?v=IwJdDHZW1D4,2026-01-04,Unknown,Sermon Clip,Joseph Coleman Ministries,4,Coleman Family Ministries
